movie_title,genres,gross,imdb_score,director_name,actor_1_name,actor_2_name,actor_3_name,,,
Superbabies: Baby Geniuses 2,Comedy Family Sci-Fi,9109322,1.9,Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield,,,
The Man,Action Comedy Crime,8326035,5.5,Les Mayfield,Miguel Ferrer,Susie Essman,Gigi Rice,,,
Code Name: The Cleaner,Action Comedy Crime,8104069,4.5,Les Mayfield,Callum Rennie,Will Patton,Cedric the Entertainer,,,
Connie and Carla,Comedy Crime Music,8054280,6.3,Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok,,,
Sweet Charity,Comedy Drama Music Musical Romance,,7,Bob Fosse,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen,,,
Inherent Vice,Comedy Crime Drama Mystery Romance,8093318,6.7,Paul Thomas Anderson,Martin Dew,Katherine Waterston,Serena Scott Thomas,,,
Doogal,Adventure Animation Comedy Family Fantasy,7382993,2.8,Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,,,
Battle of the Year,Drama Music,8888355,5,Benson Lee,Chris Brown,Caity Lotz,Laz Alonso,,,
Perception            ,Crime Drama Mystery Thriller,,7.5,,LeVar Burton,Eric McCormack,Scott Wolf,,,
An American Carol,Comedy Fantasy,7001720,4.3,David Zucker,Chriss Anglin,Geoffrey Arend,Gary Coleman,,,
Machete Kills,Action Comedy Crime Thriller,7268659,5.6,Robert Rodriguez,Alexa PenaVega,Demián Bichir,Marko Zaror,,,
Willard,Drama Horror Sci-Fi Thriller,6852144,6.2,Glen Morgan,Laura Harring,Ty Olsson,Jackie Burroughs,,,
Strange Wilderness,Adventure Comedy,6563357,5.3,Fred Wolf,Kevin Alejandro,Ashley Scott,Jeff Garlin,,,
Topsy-Turvy,Biography Comedy Drama History Music Musical,6201757,7.4,Mike Leigh,Jim Broadbent,Dexter Fletcher,Lesley Manville,,,
Little Boy,Drama War,6420319,7.4,Alejandro Monteverde,Tom Wilkinson,Cary-Hiroyuki Tagawa,Michael Rapaport,,,
A Dangerous Method,Biography Drama Thriller,5702083,6.5,David Cronenberg,Michael Fassbender,Viggo Mortensen,Sarah Gadon,,,
A Scanner Darkly,Animation Drama Mystery Sci-Fi Thriller,5480996,7.1,Richard Linklater,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,,,
Chasing Mavericks,Biography Drama Sport,6002756,7.2,Michael Apted,Gerard Butler,Abigail Spencer,Leven Rambin,,,
Alone in the Dark,Horror Sci-Fi,5132655,2.3,Uwe Boll,Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval,,,
Bandslam,Comedy Drama Family Music Romance,5205343,6.4,Todd Graff,Scott Porter,Charlie Saxton,Ryan Donowho,,,
Birth,Drama Mystery Romance Thriller,5005883,6.1,Jonathan Glazer,Cameron Bright,Anne Heche,Danny Huston,,,
A Most Violent Year,Action Crime Drama Thriller,5749134,7,J.C. Chandor,David Oyelowo,Ashley Williams,Albert Brooks,,,
Passchendaele,Drama History Romance War,,6.5,Paul Gross,Landon Liboiron,Michael Greyeyes,Caroline Dhavernas,,,
Flash of Genius,Biography Drama,4234040,7,Marc Abraham,Dylan Authors,Bill Lake,Victoria Learn,,,
I'm Not There.,Biography Drama Music,4001121,7,Todd Haynes,Christian Bale,Heath Ledger,Tyrone Benskin,,,
The Cold Light of Day,Action Thriller,3749061,4.9,Mabrouk El Mechri,Henry Cavill,Bruce Willis,Óscar Jaenada,,,
The Brothers Bloom,Adventure Comedy Drama Romance,3519627,6.9,Rian Johnson,Zachary Gordon,Maximilian Schell,Nora Zehetner,,,
Synecdoche, New York,Comedy Drama Romance,3081925,7.5,Charlie Kaufman,Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,,
Princess Mononoke,Adventure Animation Fantasy,2298191,8.4,Hayao Miyazaki,Minnie Driver,Jada Pinkett Smith,Billy Crudup,,,
Bon voyage,Comedy Drama Mystery Romance Thriller War,2353728,6.9,Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,,,
Can't Stop the Music,Biography Comedy Musical,2000000,4.5,Nancy Walker,Steve Guttenberg,Randy Jones,Caitlyn Jenner,,,
The Proposition,Crime Drama Western,1900725,7.4,John Hillcoat,Ray Winstone,Noah Taylor,Danny Huston,,,
Courage,Biography Drama Sport,2246000,7,Angelo Pizzo,Donny Boaz,Finn Wittrock,Brent Anderson,,,
Marci X,Comedy Music,1646664,2.8,Richard Benjamin,Damon Wayans,Jane Krakowski,Paula Garcés,,,
Equilibrium,Action Drama Sci-Fi Thriller,1190018,7.5,Kurt Wimmer,Christian Bale,Emily Watson,Sean Pertwee,,,
The Children of Huang Shi,Drama War,1027749,7.1,Roger Spottiswoode,Radha Mitchell,Guang Li,Matthew Walker,,,
The Yards,Crime Drama Romance Thriller,882710,6.4,James Gray,Charlize Theron,Ellen Burstyn,Faye Dunaway,,,
The Oogieloves in the Big Balloon Adventure,Adventure Family Fantasy Musical,1064277,6.7,Matthew Diamond,Chazz Palminteri,Garrett Clayton,Toni Braxton,,,
By the Sea,Drama Romance,531009,5.3,Angelina Jolie Pitt,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,,,
Steamboy,Action Adventure Animation Family Sci-Fi Thriller,410388,6.9,Katsuhiro Ôtomo,William Hootkins,Robin Atkin Downes,Rosalind Ayres,,,
The Game of Their Lives,Drama History Sport,375474,6.2,David Anspaugh,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,,,
All Good Things,Crime Drama Mystery Romance Thriller,578382,6.3,Andrew Jarecki,Ryan Gosling,Kirsten Dunst,Frank Langella,,,
Rapa Nui,Action Adventure Drama History Romance,305070,6.4,Kevin Reynolds,Esai Morales,Jason Scott Lee,Sandrine Holt,,,
CJ7,Comedy Family Sci-Fi,206678,6.5,Stephen Chow,Jiao Xu,Yuqi Zhang,Chi Chung Lam,,,
Les couloirs du temps: Les visiteurs II,Comedy Family Fantasy Sci-Fi,146072,6,Jean-Marie Poiré,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,,,
Dylan Dog: Dead of Night,Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller,1183354,5.1,Kevin Munroe,Marco St. John,Laura Spencer,Anita Briem,,,
People I Know,Crime Drama Mystery,121972,5.5,Daniel Algrant,Al Pacino,Richard Schiff,Mark Webber,,,
The Doombolt Chase            ,Drama Family,,7.2,,Peter Vaughan,George Coulouris,Ewen Solon,,,
The Tempest,Comedy Drama Fantasy Romance,263365,5.4,Julie Taymor,Djimon Hounsou,Reeve Carney,Tom Conti,,,
Regression,Crime Drama Mystery Thriller,54734,5.7,Alejandro Amenábar,Emma Watson,Aaron Ashmore,Julian Richings,,,
The Touch,Romance Short,,5.2,Jane Clark,Necar Zadegan,Traci Dinwiddie,Elea Oberon,,,
Three Kingdoms: Resurrection of the Dragon,Action Drama History War,,6.2,Daniel Lee,Andy Lau,Sammo Kam-Bo Hung,Andy On,,,
Shattered,Crime Drama Thriller,,6.7,Mike Barker,Gerard Butler,Nicholas Lea,Callum Rennie,,,
Zambezia,Adventure Animation Comedy Family,,5.8,Wayne Thornley,Leonard Nimoy,Phil LaMarr,Noureen DeWulf,,,
Ramanujan,Biography Drama History,,7,Gnana Rajasekaran,Mani Bharathi,Michael Lieber,Kevin McGowan,,,
Dwegons and Leprechauns,Animation,,4.8,Tom Walsh,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,,,
Hands of Stone,Action Biography Drama Sport,,7.2,Jonathan Jakubowicz,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,,,
Survivor,Action Crime Thriller,,5.6,James McTeigue,Milla Jovovich,Roger Rees,Robert Forster,,,
The Frozen Ground,Crime Drama Mystery Thriller,,6.4,Scott Walker,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,,,
The Painted Veil,Drama Romance,8047690,7.5,John Curran,Toby Jones,Sally Hawkins,Alan David,,,
The Baader Meinhof Complex,Action Biography Crime Drama,476270,7.4,Uli Edel,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,,,
Dances with Wolves,Adventure Drama Western,184208848,8,Kevin Costner,Mary McDonnell,Michael Spears,Maury Chaykin,,,
Bad Teacher,Comedy,100292856,5.7,Jake Kasdan,Justin Timberlake,John Michael Higgins,Phyllis Smith,,,
Sea of Love,Crime Drama Mystery Thriller,58571513,6.8,Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin,,,
A Cinderella Story,Comedy Family Romance,51431160,5.9,Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,,,
Scream,Horror Mystery,103001286,7.2,Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,,,
Thir13en Ghosts,Horror,41867960,5.5,Steve Beck,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,,,
The Shining,Drama Horror,,8.4,Stanley Kubrick,Scatman Crothers,Shelley Duvall,Joe Turkel,,,
Back to the Future,Adventure Comedy Sci-Fi,210609762,8.5,Robert Zemeckis,Lea Thompson,Thomas F. Wilson,J.J. Cohen,,,
House on Haunted Hill,Horror Mystery Thriller,40846082,5.6,William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,,,
I Can Do Bad All by Myself,Comedy Drama,51697449,4.1,Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,,,
Fight Valley,Action Drama,,5,Rob Hawk,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,,,
The Switch,Comedy Drama Romance,27758465,6.1,Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,,,
Just Married,Comedy Romance,56127162,5.4,Shawn Levy,Taran Killam,David Agranov,David Moscow,,,
The Devil's Double,Biography Drama Thriller,1357042,7.1,Lee Tamahori,Mem Ferda,Dominic Cooper,Ludivine Sagnier,,,
Gone, Baby, Gone             ,Comedy Drama Reality-TV Romance,,6.6,,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,
Thomas and the Magic Railroad,Adventure Comedy Drama Family Fantasy,15911333,3.6,Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,,,
The Crazies,Horror Thriller,39103378,6.5,Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,,,
Spirited Away,Adventure Animation Family Fantasy,10049886,8.6,Hayao Miyazaki,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,,,
Firestorm,Action Crime Thriller,,6.2,Alan Yuen,Andy Lau,Michael Wong,Terence Yin,,,
The Bounty,Action Adventure Drama History Romance,8600000,7,Roger Donaldson,Liam Neeson,Anthony Hopkins,Laurence Olivier,,,
The Book Thief,Drama War,21483154,7.6,Brian Percival,Emily Watson,Sophie Nélisse,Roger Allam,,,
Sex Drive,Adventure Comedy Romance,8396942,6.5,Sean Anders,Katrina Bowden,Michael Cudlitz,Alice Greczyn,,,
Leap Year,Comedy Romance,12561,6.4,Anand Tucker,Adam Scott,Kaitlin Olson,Dominique McElligott,,,
The Fall of the Roman Empire,Drama History War,,6.7,Anthony Mann,James Mason,Mel Ferrer,Stephen Boyd,,,
Take Me Home Tonight,Comedy Drama Romance,6923891,6.3,Michael Dowse,Topher Grace,Michael Biehn,Dan Fogler,,,
Won't Back Down,Drama,5308553,6.4,Daniel Barnz,Holly Hunter,Rosie Perez,Dante Brown,,,
The Nutcracker,Family Fantasy Music,2119994,5.7,Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey,,,
Kansas City,Crime Drama Music Thriller,1292527,6.3,Robert Altman,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,,,
Indignation,Drama,560512,7.8,James Schamus,Logan Lerman,Sarah Gadon,Tracy Letts,,,
The Amityville Horror,Drama Horror Mystery Thriller,64255243,6,Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,,,
Adaptation,Comedy Drama,22245861,7.7,Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie,,,
Land of the Dead,Horror,20433940,6.2,George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,,,
Out of Inferno,Action,,5.7,Danny Pang,Louis Koo,Angelica Lee,Ching Wan Lau,,,
Fear and Loathing in Las Vegas,Adventure Comedy Drama,10562387,7.7,Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,,,
The Invention of Lying,Comedy Fantasy Romance,18439082,6.4,Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,,,
Neighbors,Comedy,150056505,6.4,Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz,,,
The Mask,Action Comedy Crime Fantasy,119938730,6.9,Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,,,
Big,Comedy Drama Family Fantasy Romance,114968774,7.3,Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,128505958,7.3,Larry Charles,Luenell,Ken Davitian,Chester,,,
Legally Blonde,Comedy Romance,95001351,6.2,Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,,,
Star Trek III: The Search for Spock,Action Adventure Sci-Fi,76400000,6.6,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,,,
The Exorcism of Emily Rose,Drama Horror Thriller,75072454,6.7,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,,,
Deuce Bigalow: Male Gigolo,Comedy Romance,65535067,5.7,Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,,,
Left Behind,Action Drama Fantasy Mystery Thriller,13998282,3.1,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,,,
The Family Stone,Comedy Drama Romance,6061759,6.3,Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,,,
Barbershop 2: Back in Business,Comedy Drama,64955956,5.7,Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,,,
Bad Santa,Comedy Crime Drama,60057639,7.1,Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,,,
Austin Powers: International Man of Mystery,Comedy Crime,53868030,7,Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,,,
My Big Fat Greek Wedding 2,Comedy Family Romance,59573085,6.1,Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,,,
Diary of a Wimpy Kid: Rodrick Rules,Comedy Family,52691009,6.6,David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,,,
Predator,Action Horror Sci-Fi,59735548,7.8,John McTiernan,Shane Black,Bill Duke,Carl Weathers,,,
Amadeus,Biography Drama History Music,51600000,8.3,Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,,,
Prom Night,Horror Mystery,43818159,3.9,Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,,,
Mean Girls,Comedy,86049418,7,Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,,,
Under the Tuscan Sun,Comedy Drama Romance,43601508,6.7,Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,,,
Gosford Park,Drama Mystery,41300105,7.3,Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,,,
The O.C.A        ,Comedy Drama Romance,,7.5,,Peter Gallagher,Melinda Clarke,Tate Donovan,,,
Peggy Sue Got Married,Comedy Drama Fantasy Romance,41382841,6.3,Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,,,
Birdman or (The Unexpected Virtue of Ignorance),Comedy Drama Romance,42335698,7.8,Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever,,,
Blue Jasmine,Drama,33404871,7.3,Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,,,
United 93,Drama History Thriller,31471430,7.6,Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,,,
Honey,Drama Music Romance,30222640,5.3,Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,,,
Glory,Drama History War,26830000,7.9,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,,,
Spy Hard,Action Comedy,26906039,5.3,Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,,,
The Fog,Fantasy Horror,21378000,6.8,John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,,,
Soul Surfer,Biography Drama Family Sport,43853424,7.1,Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,,,
Catch-22,Comedy Drama War,,7.2,Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,,,
Observe and Report,Comedy Crime Drama,23993605,5.8,Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,,,
Conan the Destroyer,Action Adventure Fantasy,26400000,5.8,Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,,,
Raging Bull,Biography Drama Sport,45250,8.3,Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,,,
Love Happens,Drama Romance,22927390,5.6,Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,,,
Young Sherlock Holmes,Adventure Fantasy Mystery Thriller,4250320,6.8,Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,,,
Fame,Comedy Drama Musical Romance,22452209,5,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,,,
127 Hours,Adventure Biography Drama Thriller,18329466,7.6,Danny Boyle,James Franco,Treat Williams,Kate Burton,,,
Small Time Crooks,Comedy Crime,17071230,6.7,Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,,,
Center Stage,Drama Music Romance,17174870,6.7,Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,,,
Love the Coopers,Comedy,26284475,5.7,Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet,,,
Catch That Kid,Comedy Crime,16702864,5.2,Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,,,
Life as a House,Drama,15561627,7.5,Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,,,
Steve Jobs,Biography Drama,17750583,7.2,Danny Boyle,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,,,
I Love You, Beth Cooper,Comedy Romance,14793904,5.3,Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,,
Youth in Revolt,Comedy Drama Romance,15281286,6.5,Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard,,,
The Legend of the Lone Ranger,Action Adventure Western,8000000,5,William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,,,
The Tailor of Panama,Drama Thriller,13491653,6.1,John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,,,
Blow Out,Mystery Thriller,,7.4,Brian De Palma,Nancy Allen,Dennis Franz,John McMartin,,,
Getaway,Action Crime Thriller,10494494,4.4,Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne,,,
The Ice Storm,Drama,7837632,7.5,Ang Lee,Joan Allen,Kate Burton,Henry Czerny,,,
And So It Goes,Comedy Drama Romance,15155772,5.7,Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli,,,
Troop Beverly Hills,Adventure Comedy,8508843,5.5,Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,,,
Being Julia,Comedy Drama Romance,7739049,7.1,István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson,,,
9ݠWeeks,Drama Romance,6734844,5.9,Adrian Lyne,David Margulies,Karen Young,Kim Chan,,,
Dragonslayer,Action Adventure Fantasy,6000000,6.7,Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,,,
The Last Station,Biography Drama Romance,6615578,7,Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,,,
Ed Wood,Biography Comedy Drama,5887457,7.9,Tim Burton,Johnny Depp,Bill Murray,Martin Landau,,,
Labor Day,Drama,13362308,6.9,Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith,,,
Mongol: The Rise of Genghis Khan,Adventure Biography Drama History War,5701643,7.3,Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,,,
RocknRolla,Action Crime Thriller,5694401,7.3,Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson,,,
Megaforce,Action Sci-Fi,5333658,3.5,Hal Needham,Barry Bostwick,Michael Beck,Henry Silva,,,
Hamlet,Drama,4414535,7.8,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,,,
Mao's Last Dancer,Biography Drama Music Romance,4806750,7.4,Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young,,,
Midnight Special,Adventure Drama Sci-Fi Thriller,3707794,6.7,Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,,,
Anything Else,Comedy Romance,3203044,6.4,Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens,,,
The Railway Man,Biography Drama Romance War,4435083,7.1,Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid,,,
Unforgettable            ,Drama Mystery,,6.7,,Poppy Montgomery,Dylan Walsh,Dallas Roberts,,,
The White Ribbon,Drama Mystery,2222647,7.8,Michael Haneke,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,,,
Restoration,Horror,,4,Zack Ward,Zack Ward,Anna Harr,James Cullen Bressack,,,
The Wraith,Action Horror Romance Sci-Fi Thriller,3500000,5.9,Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,,,
The Salton Sea,Crime Drama Mystery Thriller,676698,7.2,D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,,,
Metallica Through the Never,Music,3419967,7.2,Nimród Antal,James Hetfield,Mackenzie Gray,Lars Ulrich,,,
The Informers,Crime Drama Thriller,,5.1,Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,,,
Carlosa            ,Biography Crime Drama Thriller,145118,7.7,,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,,,
I Come with the Rain,Thriller,,5.5,Tran Anh Hung,Takuya Kimura,Simón Andreu,Shawn Yue,,,
One Man's Hero,Action Drama History Romance War Western,229311,6.2,Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,,,
Day of the Dead,Horror,,7.2,George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,,,
I Am Wrath,Action Crime Drama Thriller,,5.2,Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull,,,
Renaissance,Action Animation Sci-Fi Thriller,63260,6.7,Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,,,
Forsaken,Drama Western,,6.3,Jon Cassar,Demi Moore,Landon Liboiron,Michael Wincott,,,
Red Sonja,Action Adventure Fantasy,,5,Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,,,
Red Lights,Drama Horror Mystery Thriller,,6.2,Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts,,,
Superbad,Comedy,121463226,7.6,Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,,,
Madea Goes to Jail,Comedy Crime Drama,90485233,4.1,Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,,,
Wolves,Action Horror,,5.3,David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,,,
Step Up 2: The Streets,Drama Music Musical Romance,58006147,6.2,Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,,,
Hoodwinked!,Action Animation Comedy Crime Family,51053787,6.5,Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,,,
Hotel Rwanda,Drama History War,23472900,8.1,Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,,,
Hitman,Action Crime Drama Thriller,39687528,6.3,Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,,,
Black Nativity,Drama Family Music Musical,7017178,4.4,Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,,,
The Prince,Action Thriller,,4.6,Brian A Miller,Bruce Willis,50 Cent,Jessica Lowndes,,,
City of Ghosts,Crime Drama Thriller,325491,6,Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,,,
The Others,Fantasy Horror Thriller,96471845,7.6,Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,,,
Aliens,Action Adventure Sci-Fi,85200000,8.4,James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,,,
My Fair Lady,Drama Family Musical Romance,72000000,7.9,George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel,,,
I Know What You Did Last Summer,Horror Mystery Thriller,72219395,5.6,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,,,
Let's Be Cops,Comedy,82389560,6.5,Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy,,,
Sideways,Adventure Comedy Drama Romance,71502303,7.5,Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,,,
Beerfest,Comedy,19179969,6.3,Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,,,
